Remittance-sending country (down) ,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas. The,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,Congo. Dem. Rep.,Congo. Rep.,Costa Rica,Cªte d'Ivoire,Croatia,Cuba,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt. Arab Rep.,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Fiji,Finland,France,French Polynesia,Gabon,Gambia. The,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong SAR. China,Hungary,Iceland,India,Indonesia,Iran. Islamic Rep.,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Korea. Dem. Rep.,Korea. Rep.,Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao SAR. China,Macedonia. FYR,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mayotte,Mexico,Micronesia. Fed. Sts.,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,SÜo Tom_ and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Vincent and the Grenadines,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Venezuela. RB,Vietnam,Virgin Islands (U.S.),West Bank and Gaza,Yemen. Rep.,Zambia,Zimbabwe,Total
Dominica,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,1,1,0,,0,0,0,,,0,0,,2
Dominican Republic,0,0,0,,,0,0,2,0,,0,7,0,,,0,0,0,16,0,0,,0,1,0,0,4,,1,0,0,0,0,,0,,,,,0,16,12,,,,8,0,0,,0,0,0,0,0,0,3,0,1,,,0,0,,0,0,42,,,0,0,29,0,,0,,0,,3,0,0,0,259,2,0,0,0,2,0,0,0,0,,0,21,1,7,0,0,0,,,4,,,0,0,0,11,0,0,,,0,1,0,0,,0,0,0,0,0,,,0,,4,,0,,0,0,0,0,,0,0,2,,,0,1,0,1,,0,0,1,,3,0,0,6,1,1,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,80,0,0,0,0,0,0,0,1,24,0,0,0,0,,0,0,0,0,0,,,,0,0,,2,25,1,,0,5,0,,,0,0,,616
Ecuador,0,0,0,,,0,0,4,0,,2,4,0,,,0,0,0,26,0,0,,0,3,0,0,11,,0,0,0,0,0,,0,,,,,0,23,286,,,,5,0,0,,0,2,1,0,0,1,0,1,2,,,0,0,,0,0,34,,,0,0,23,0,,0,,0,,2,0,0,0,0,2,0,1,0,1,0,0,0,0,,1,11,0,3,0,0,0,,,6,,,0,0,0,6,0,0,,,0,1,0,0,,0,0,0,0,0,,,0,,5,,0,,0,0,0,0,,0,0,2,,,0,1,0,1,,1,0,0,,4,0,0,40,1,1,1,,,1,1,0,0,,0,0,0,0,0,0,,0,0,0,,0,75,0,0,0,0,0,0,0,1,21,0,0,0,0,,0,0,0,0,0,,,,0,0,,5,68,0,,0,3,0,,,0,0,,700
Egypt. Arab Rep.,0,0,2,,,0,0,0,0,,1,1,0,,,1,0,0,5,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,6,0,,,,0,0,0,,0,0,1,1,0,0,0,0,0,,,0,0,,0,0,19,,,0,0,9,0,,0,,0,,0,0,0,0,0,0,0,0,0,7,10,0,5,0,,0,5,0,1,31,0,0,,,1,,,0,0,0,39,0,0,,,0,0,0,0,,0,2,0,0,0,,,0,,0,,0,,0,0,3,0,,0,0,1,,,0,0,0,15,,0,1,2,,0,0,0,0,6,0,0,,,0,1,0,0,,0,16,1,0,0,0,,0,0,0,,0,2,0,0,0,0,5,0,0,1,2,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,,0,0,,205
El Salvador,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,1,,0,0,0,0,0,,0,,,,,0,1,1,,,,3,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,2,,,0,0,1,0,,0,,0,,32,0,0,0,0,38,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,,,1,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,3,,0,,0,0,0,0,,0,0,0,,,0,8,0,0,,0,0,0,,1,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,10,0,,0,0,0,,,0,0,,107
Equatorial Guinea,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,1,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,2,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,29,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,,0,0,,38
Eritrea,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,,0,0,,0
Estonia,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,4,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,3,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,8,0,0,0,,,5,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,64,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,18,,0,0,0,,0,0,0,,,0,0,,102
Ethiopia,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,5,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,,0,0,,13
Faeroe Islands,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,15,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,,0,0,,15
Fiji,0,0,0,,,0,0,0,0,,6,0,0,,,1,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,18,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,2,0,0,0,,0,0,1,,0,0,0,0,0,0,0,,,0,0,0,1,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,2,0,0,,0,0,0,,,0,0,,32
Finland,0,0,1,,,0,0,0,0,,4,3,0,,,3,0,0,8,0,0,,0,0,4,0,2,,1,0,0,0,0,,0,,,,,0,42,1,,,,0,0,3,,0,2,4,0,0,0,0,4,0,,,45,1,,0,0,21,,,1,0,23,0,,0,,0,,0,0,0,0,0,0,0,6,0,21,1,4,2,0,,1,3,0,4,1,0,1,,,1,,,0,0,5,6,0,0,,,4,2,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,4,0,,0,1,2,,,0,0,0,13,,6,0,2,,0,0,0,1,8,5,0,,,2,9,0,0,,0,0,0,0,0,0,,1,0,0,,0,11,2,0,0,0,0,0,0,76,8,1,0,0,28,,0,0,0,2,1,,,,0,2,,8,8,0,,0,0,18,,,0,0,,461
France,1,2,1399,,,0,0,7,27,,17,67,0,,,8,0,0,3022,0,12,,0,2,19,0,104,,20,1,1,51,33,,24,,,,,0,614,51,,,,2,41,60,,1,45,29,18,0,1,4,172,3,,,2,4,,0,10,0,,,2,1,657,1,,7,,0,,9,8,5,0,71,3,1,56,0,229,13,26,1,6,,11,927,1,78,6,0,3,,,103,,,0,15,3,513,0,2,,,5,320,0,9,,0,2,0,73,0,,,70,,14,,2,,3,0,1946,0,,0,5,79,,,2,1,4,74,,13,0,71,,1,0,2,20,42,268,1334,,,73,21,4,0,,0,2,290,310,1,0,,17,44,0,,5,2688,154,0,0,0,3,0,0,22,526,41,0,0,86,,41,0,0,1043,66,,,,1,17,,305,84,1,,4,1,431,,,3,0,,19283
French Polynesia,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,285,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,,0,0,,285
Gabon,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,12,0,16,,0,0,0,0,0,,0,1,0,0,12,,0,,,,,0,11,0,,,,0,1,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,164,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,21,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,278,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,48,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16,0,0,0,0,,,,0,0,,0,1,0,,0,0,0,,,0,0,,580
Gambia. The,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,7,5,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,5,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,246,0,0,1,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,,0,0,,262
Georgia,0,0,0,,,0,0,0,24,,0,0,9,,,0,0,0,0,0,0,,0,0,0,0,0,,1,0,0,0,0,,0,,,,,0,3,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,6,0,,1,,0,,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,1,1,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,1,0,,,0,0,0,0,,0,0,3,,0,0,0,0,0,0,0,,,1,51,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,1,,,,0,6,,1,3,0,,0,0,0,,,0,0,,119
Germany,25,12,33,,,0,0,5,30,,51,1361,34,,,30,0,12,792,0,1,,0,4,336,0,142,,92,1,0,1,8,,1,,,,,0,899,30,,,,5,3,666,,1,300,139,0,0,26,14,132,2,,,15,24,,0,55,1910,,,7,22,0,9,,243,,0,,6,1,0,0,1,5,0,426,2,457,60,93,35,16,,18,1754,4,170,97,4,26,,,199,,,50,1,38,707,0,9,,,60,444,0,90,,0,4,0,1,0,,,2,,27,,50,,63,0,259,1,,1,23,362,,,3,2,1,613,,42,0,162,,1,0,3,34,204,1362,323,,,184,150,2,0,,0,2,13,0,1,6,,126,137,0,,11,1266,173,0,0,0,11,0,0,62,455,105,11,1,329,,37,0,0,131,607,,,,6,231,,278,297,0,,0,1,604,,,4,0,,21031
Ghana,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,,0,0,,0
Gibraltar,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,,0,0,,0
Greece,0,478,1,,,0,0,0,15,,7,12,0,,,16,0,0,19,0,0,,0,0,1,0,4,,63,0,0,0,0,,0,,,,,0,31,1,,,,0,0,1,,14,7,8,0,0,1,0,52,0,,,0,2,,0,3,21,,,0,45,48,0,,0,,0,,0,0,0,0,0,0,0,1,0,33,1,4,1,1,,1,13,0,4,5,0,1,,,2,,,0,0,0,41,0,0,,,1,6,0,1,,0,0,0,0,0,,,0,,1,,18,,0,0,1,0,,0,0,8,,,0,0,0,63,,3,0,73,,0,0,0,0,30,79,0,,,58,18,0,0,,0,0,0,0,0,0,,2,0,0,,3,1,4,0,0,0,2,0,0,8,4,24,0,0,1,,0,0,0,1,1,,,,0,26,,25,10,0,,0,0,1,,,0,0,,1439
Greenland,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,,0,0,,0
Grenada,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,,0,0,,0
Guam,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,16,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,9,0,0,0,,,18,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,123,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,38,0,,0,0,0,,,0,0,,204
Guatemala,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,1,0,,0,0,0,0,1,,0,0,0,0,0,,0,,,,,0,3,2,,,,3,0,0,,0,0,0,0,0,0,0,0,33,,,0,0,,0,0,2,,,0,0,2,0,,0,,0,,0,0,0,0,0,21,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,,,7,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,23,,0,,0,0,0,0,,0,0,0,,,0,7,0,0,,0,0,0,,1,0,0,1,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,12,0,,0,0,0,,,0,0,,129
Guinea,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,4,0,1,,0,0,0,0,1,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,1,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,18,,,1,0,3,0,,0,,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,8,0,80,,,0,0,0,0,,0,0,0,5,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,11,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,1,9,0,0,25,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,,,,0,0,,0,1,0,,0,0,0,,,0,0,,171
Guinea-Bissau,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,1,,,1,0,0,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,1,,,0,0,0,0,,0,0,14,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,,0,0,,17
Guyana,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,5,,0,0,0,0,0,,0,,,,,0,4,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,1,2,0,,0,0,0,,,0,0,,12
Haiti,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,26,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,15,0,,0,0,0,,,0,0,,42
Honduras,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,2,1,,,,2,0,0,,0,0,0,0,0,0,1,0,12,,,0,0,,0,0,1,,,0,0,1,0,,0,,0,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,2,,0,,0,0,0,0,,0,0,0,,,0,5,0,0,,0,0,0,,1,0,0,1,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,8,0,,0,0,0,,,0,0,,51
Hong Kong SAR. China,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,17021,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,88,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,,0,0,,17110
Hungary,0,0,1,,,0,0,0,0,,3,32,0,,,0,0,0,25,0,0,,0,0,0,0,1,,2,0,0,0,0,,0,,,,,0,31,0,,,,0,0,2,,0,3,2,0,0,0,0,2,0,,,0,0,,0,2,38,,,0,0,101,0,,1,,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,6,0,1,1,0,0,,,1,,,0,0,0,3,0,0,,,0,2,0,0,,0,0,0,0,0,,,0,,0,,0,,4,8,0,0,,0,0,3,,,0,0,0,6,,3,0,0,,0,0,0,0,0,7,0,,,237,0,0,0,,0,0,0,0,0,0,,9,0,0,,0,4,0,0,0,0,0,0,0,3,13,2,0,0,0,,0,0,0,0,0,,,,0,5,,7,8,0,,0,0,7,,,0,0,,594
Iceland,0,0,0,,,0,0,0,0,,1,1,0,,,0,0,0,4,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,3,0,,,,0,0,0,,0,1,23,0,0,0,0,0,0,,,0,0,,0,1,7,,,0,0,10,0,,0,,0,,0,0,0,0,0,0,0,1,0,2,1,0,0,0,,0,1,0,0,0,0,0,,,0,,,0,0,0,1,0,0,,,0,5,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,1,,,0,0,0,2,,8,0,0,,0,0,0,0,9,8,0,,,0,1,0,0,,0,0,0,0,0,0,,0,0,0,,0,3,1,0,0,0,0,0,0,8,1,0,0,0,7,,0,0,0,0,0,,,,0,0,,3,6,0,,0,0,2,,,0,0,,122
